ID;LABEL;DICE;HDRFDST
117122;WhiteMatter;0.8155727724433763;3.0
117122;GreyMatter;0.720310188773261;2.0
117122;Hippocampus;0.5617503183006098;14.422205101855956
117122;Amygdala;0.48173104299136377;13.601470508735444
117122;Thalamus;0.7670015815424691;13.038404810405298
118528;WhiteMatter;0.8244801010648027;3.0
118528;GreyMatter;0.7189274797432272;3.0
118528;Hippocampus;0.5304757392491848;16.06237840420901
118528;Amygdala;0.46938775510204084;13.92838827718412
118528;Thalamus;0.7320466880409044;13.564659966250536
118730;WhiteMatter;0.8122737704665527;2.8284271247461903
118730;GreyMatter;0.7286573912531968;2.0
118730;Hippocampus;0.4882143817405073;13.45362404707371
118730;Amygdala;0.5486069179677392;11.40175425099138
118730;Thalamus;0.7331365280891394;14.352700094407323
118932;WhiteMatter;0.8299940972649472;2.8284271247461903
118932;GreyMatter;0.7346270466949667;2.0
118932;Hippocampus;0.5071344339622641;13.92838827718412
118932;Amygdala;0.5325722569538824;12.36931687685298
118932;Thalamus;0.7535294117647059;13.74772708486752
120111;WhiteMatter;0.8437867540569801;2.23606797749979
120111;GreyMatter;0.7160796884635761;2.0
120111;Hippocampus;0.515690440060698;12.84523257866513
120111;Amygdala;0.5178498820850614;9.486832980505138
120111;Thalamus;0.7130750605326877;15.132745950421556
122317;WhiteMatter;0.8326758997893509;3.0
122317;GreyMatter;0.7333035096994591;2.0
122317;Hippocampus;0.5298238165994481;16.1245154965971
122317;Amygdala;0.571322917629657;13.19090595827292
122317;Thalamus;0.7679287955059458;8.54400374531753
122620;WhiteMatter;0.8040958400150929;3.0
122620;GreyMatter;0.7351599166109781;2.449489742783178
122620;Hippocampus;0.5419497648107726;15.0
122620;Amygdala;0.5727233860624198;13.0
122620;Thalamus;0.7647032733079039;11.704699910719626
123117;WhiteMatter;0.8417709465869823;3.1622776601683795
123117;GreyMatter;0.7208806075878808;3.0
123117;Hippocampus;0.5153215618297735;15.165750888103101
123117;Amygdala;0.5295258240789705;12.68857754044952
123117;Thalamus;0.718887262079063;16.186414056238647
123925;WhiteMatter;0.8286718298063391;3.1622776601683795
123925;GreyMatter;0.7150273522123343;2.0
123925;Hippocampus;0.5180613647664454;15.652475842498529
123925;Amygdala;0.5492461857903764;11.489125293076057
123925;Thalamus;0.7749127733809889;15.7797338380595
124422;WhiteMatter;0.7835740060514288;3.1622776601683795
124422;GreyMatter;0.7118767888699034;2.0
124422;Hippocampus;0.5518408532107162;12.409673645990857
124422;Amygdala;0.6175805047867711;11.045361017187261
124422;Thalamus;0.7998312196722849;13.74772708486752
117122-PP;WhiteMatter;0.8172531335440116;2.23606797749979
117122-PP;GreyMatter;0.7213716563597706;2.0
117122-PP;Hippocampus;0.5808576281762402;12.24744871391589
117122-PP;Amygdala;0.48476163179516574;13.490737563232042
117122-PP;Thalamus;0.7733383384557633;7.0710678118654755
118528-PP;WhiteMatter;0.8262025176937824;2.23606797749979
118528-PP;GreyMatter;0.7200443841180226;2.449489742783178
118528-PP;Hippocampus;0.5503600242907956;13.45362404707371
118528-PP;Amygdala;0.47172462240955393;13.784048752090222
118528-PP;Thalamus;0.7381752827994502;12.68857754044952
118730-PP;WhiteMatter;0.8150852522003997;2.23606797749979
118730-PP;GreyMatter;0.7297320457819839;2.0
118730-PP;Hippocampus;0.5033120744369474;10.488088481701515
118730-PP;Amygdala;0.5549253991798272;11.224972160321824
118730-PP;Thalamus;0.742340803344647;10.723805294763608
118932-PP;WhiteMatter;0.8321836283561888;2.23606797749979
118932-PP;GreyMatter;0.7359047852432418;2.0
118932-PP;Hippocampus;0.5263769889840881;11.704699910719626
118932-PP;Amygdala;0.5375400091449474;12.12435565298214
118932-PP;Thalamus;0.7624314092475222;10.488088481701515
120111-PP;WhiteMatter;0.8452293508905491;2.0
120111-PP;GreyMatter;0.717234764047069;2.0
120111-PP;Hippocampus;0.5297088347153812;10.816653826391969
120111-PP;Amygdala;0.5229327634390926;9.219544457292887
120111-PP;Thalamus;0.7203983458519706;14.352700094407323
122317-PP;WhiteMatter;0.8345590875232614;2.23606797749979
122317-PP;GreyMatter;0.7344696214899652;2.0
122317-PP;Hippocampus;0.5542677281984818;11.40175425099138
122317-PP;Amygdala;0.574804614812058;13.076696830622021
122317-PP;Thalamus;0.7757358360768513;7.54983443527075
122620-PP;WhiteMatter;0.8067057110450904;2.23606797749979
122620-PP;GreyMatter;0.7364274213716305;2.0
122620-PP;Hippocampus;0.5613509638362275;12.884098726725126
122620-PP;Amygdala;0.57856093979442;12.727922061357855
122620-PP;Thalamus;0.7719832508564903;9.38083151964686
123117-PP;WhiteMatter;0.8452439664012901;2.449489742783178
123117-PP;GreyMatter;0.7225845505528053;2.23606797749979
123117-PP;Hippocampus;0.5359860639955991;11.74734012447073
123117-PP;Amygdala;0.5354246502094288;12.449899597988733
123117-PP;Thalamus;0.7278503801918963;15.165750888103101
123925-PP;WhiteMatter;0.8315750608432774;2.8284271247461903
123925-PP;GreyMatter;0.7163042994559222;2.0
123925-PP;Hippocampus;0.5358591054893179;12.806248474865697
123925-PP;Amygdala;0.5533424283765348;11.445523142259598
123925-PP;Thalamus;0.7820876288659794;13.2664991614216
124422-PP;WhiteMatter;0.7868194512316351;2.8284271247461903
124422-PP;GreyMatter;0.713132846175477;2.0
124422-PP;Hippocampus;0.5696765898526357;9.695359714832659
124422-PP;Amygdala;0.6229911302362343;10.862780491200215
124422-PP;Thalamus;0.8099726938145554;6.4031242374328485
